BoidAmount,DeltaTime,EFPS,BoidViewRadius,BoidAvoidRadius,Alignment,Separation,CentrePull,Speed,
1000,0.0100147,99.85322,2,2,0.37,1,0.01,25,
1000,0.0060652,164.875,2,2,0.37,1,0.01,25,
1000,0.0088297,113.2541,2,2,0.37,1,0.01,25,
1000,0.0045738,218.6366,2,2,0.37,1,0.01,25,
1000,0.0032686,305.9414,2,2,0.37,1,0.01,25,
1000,0.0055721,179.4655,2,2,0.37,1,0.01,25,
1000,0.0034092,293.3239,2,2,0.37,1,0.01,25,
1000,0.0041584,240.4771,2,2,0.37,1,0.01,25,
1000,0.0045165,221.4104,2,2,0.37,1,0.01,25,
1000,0.0044261,225.9325,2,2,0.37,1,0.01,25,
1000,0.0030907,323.5513,2,2,0.37,1,0.01,25,
1000,0.0039133,255.5388,2,2,0.37,1,0.01,25,
1000,0.0059661,167.6137,2,2,0.37,1,0.01,25,
1000,0.0048965,204.2275,2,2,0.37,1,0.01,25,
1000,0.0038328,260.9059,2,2,0.37,1,0.01,25,
1000,0.0048326,206.928,2,2,0.37,1,0.01,25,
1000,0.0037391,267.444,2,2,0.37,1,0.01,25,
1000,0.0045255,220.9701,2,2,0.37,1,0.01,25,
1000,0.0039001,256.4037,2,2,0.37,1,0.01,25,
1000,0.006724,148.721,2,2,0.37,1,0.01,25,
1000,0.007016,142.5314,2,2,0.37,1,0.01,25,
1000,0.0037853,264.1798,2,2,0.37,1,0.01,25,
1000,0.0039291,254.5112,2,2,0.37,1,0.01,25,
1000,0.0053286,187.6666,2,2,0.37,1,0.01,25,
1000,0.0040808,245.05,2,2,0.37,1,0.01,25,
1000,0.0043994,227.3037,2,2,0.37,1,0.01,25,
1000,0.0031692,315.537,2,2,0.37,1,0.01,25,
1000,0.0062139,160.9295,2,2,0.37,1,0.01,25,
1000,0.0040622,246.172,2,2,0.37,1,0.01,25,
1000,0.0046068,217.0704,2,2,0.37,1,0.01,25,
1000,0.0044116,226.6751,2,2,0.37,1,0.01,25,
1000,0.0042126,237.3831,2,2,0.37,1,0.01,25,
1000,0.0045927,217.7368,2,2,0.37,1,0.01,25,
1000,0.003686,271.2968,2,2,0.37,1,0.01,25,
1000,0.0042766,233.8306,2,2,0.37,1,0.01,25,
1000,0.0056596,176.6909,2,2,0.37,1,0.01,25,
1000,0.0040739,245.465,2,2,0.37,1,0.01,25,
1000,0.0037581,266.0919,2,2,0.37,1,0.01,25,
1000,0.0047221,211.7702,2,2,0.37,1,0.01,25,
1000,0.0039195,255.1346,2,2,0.37,1,0.01,25,
1000,0.0036149,276.6328,2,2,0.37,1,0.01,25,
1000,0.004228,236.5184,2,2,0.37,1,0.01,25,
1000,0.0056249,177.7809,2,2,0.37,1,0.01,25,
1000,0.0056557,176.8128,2,2,0.37,1,0.01,25,
1000,0.0038547,259.4236,2,2,0.37,1,0.01,25,
1000,0.0034933,286.2623,2,2,0.37,1,0.01,25,
1000,0.0049925,200.3004,2,2,0.37,1,0.01,25,
1000,0.0035772,279.5482,2,2,0.37,1,0.01,25,
1000,0.0038624,258.9064,2,2,0.37,1,0.01,25,
1000,0.0039674,252.0542,2,2,0.37,1,0.01,25,
1000,0.0057591,173.6382,2,2,0.37,1,0.01,25,
1000,0.0052661,189.8938,2,2,0.37,1,0.01,25,
1000,0.0047173,211.9857,2,2,0.37,1,0.01,25,
1000,0.0054587,183.1938,2,2,0.37,1,0.01,25,
1000,0.0043422,230.298,2,2,0.37,1,0.01,25,
1000,0.0035869,278.7923,2,2,0.37,1,0.01,25,
1000,0.0061988,161.3215,2,2,0.37,1,0.01,25,
1000,0.0051446,194.3786,2,2,0.37,1,0.01,25,
1000,0.0039237,254.8615,2,2,0.37,1,0.01,25,
1000,0.0044381,225.3217,2,2,0.37,1,0.01,25,
1000,0.0055567,179.9629,2,2,0.37,1,0.01,25,
1000,0.0035689,280.1984,2,2,0.37,1,0.01,25,
1000,0.0030565,327.1716,2,2,0.37,1,0.01,25,
1000,0.0031048,322.0819,2,2,0.37,1,0.01,25,
1000,0.0044857,222.9306,2,2,0.37,1,0.01,25,
1000,0.0045705,218.7944,2,2,0.37,1,0.01,25,
1000,0.0047103,212.3007,2,2,0.37,1,0.01,25,
1000,0.0036348,275.1183,2,2,0.37,1,0.01,25,
1000,0.0046058,217.1176,2,2,0.37,1,0.01,25,
1000,0.0042159,237.1973,2,2,0.37,1,0.01,25,
1000,0.0042071,237.6934,2,2,0.37,1,0.01,25,
1000,0.0043109,231.9701,2,2,0.37,1,0.01,25,
1000,0.0050392,198.4442,2,2,0.37,1,0.01,25,
1000,0.0037326,267.9098,2,2,0.37,1,0.01,25,
1000,0.0028995,344.8871,2,2,0.37,1,0.01,25,
1000,0.0039761,251.5027,2,2,0.37,1,0.01,25,
1000,0.003738,267.5227,2,2,0.37,1,0.01,25,
1000,0.0035373,282.7015,2,2,0.37,1,0.01,25,
1000,0.00326,306.7485,2,2,0.37,1,0.01,25,
1000,0.0025968,385.0894,2,2,0.37,1,0.01,25,
1000,0.0026518,377.1024,2,2,0.37,1,0.01,25,
1000,0.0026769,373.5664,2,2,0.37,1,0.01,25,
1000,0.0041804,239.2115,2,2,0.37,1,0.01,25,
1000,0.0043694,228.8644,2,2,0.37,1,0.01,25,
1000,0.0038832,257.5196,2,2,0.37,1,0.01,25,
1000,0.0029324,341.0176,2,2,0.37,1,0.01,25,
1000,0.0031268,319.8158,2,2,0.37,1,0.01,25,
1000,0.0039841,250.9977,2,2,0.37,1,0.01,25,
1000,0.0027473,363.9937,2,2,0.37,1,0.01,25,
1000,0.0025648,389.894,2,2,0.37,1,0.01,25,
1000,0.0035371,282.7175,2,2,0.37,1,0.01,25,
1000,0.0027762,360.2046,2,2,0.37,1,0.01,25,
1000,0.0035794,279.3764,2,2,0.37,1,0.01,25,
1000,0.003826,261.3696,2,2,0.37,1,0.01,25,
1000,0.0032371,308.9185,2,2,0.37,1,0.01,25,
1000,0.0029907,334.3699,2,2,0.37,1,0.01,25,
1000,0.0038256,261.3969,2,2,0.37,1,0.01,25,
1000,0.0043946,227.552,2,2,0.37,1,0.01,25,
1000,0.0030224,330.8629,2,2,0.37,1,0.01,25,
1000,0.0026993,370.4664,2,2,0.37,1,0.01,25,
1000,0.0033744,296.349,2,2,0.37,1,0.01,25,
1000,0.0026635,375.4459,2,2,0.37,1,0.01,25,
1000,0.0033436,299.0788,2,2,0.37,1,0.01,25,
1000,0.0034199,292.4062,2,2,0.37,1,0.01,25,
1000,0.0028398,352.1375,2,2,0.37,1,0.01,25,
1000,0.0029967,333.7004,2,2,0.37,1,0.01,25,
1000,0.002551,392.0031,2,2,0.37,1,0.01,25,
1000,0.0032042,312.0904,2,2,0.37,1,0.01,25,
1000,0.0030832,324.3383,2,2,0.37,1,0.01,25,
1000,0.0027809,359.5958,2,2,0.37,1,0.01,25,
1000,0.0026573,376.3218,2,2,0.37,1,0.01,25,
1000,0.0026138,382.5847,2,2,0.37,1,0.01,25,
1000,0.0027796,359.764,2,2,0.37,1,0.01,25,
1000,0.0038664,258.6385,2,2,0.37,1,0.01,25,
1000,0.0034111,293.1606,2,2,0.37,1,0.01,25,
1000,0.0032662,306.1662,2,2,0.37,1,0.01,25,
1000,0.0027483,363.8613,2,2,0.37,1,0.01,25,
1000,0.0025049,399.2175,2,2,0.37,1,0.01,25,
1000,0.0035098,284.9165,2,2,0.37,1,0.01,25,
1000,0.0029876,334.7168,2,2,0.37,1,0.01,25,
1000,0.0037865,264.0961,2,2,0.37,1,0.01,25,
1000,0.0027121,368.718,2,2,0.37,1,0.01,25,
1000,0.0026586,376.1378,2,2,0.37,1,0.01,25,
1000,0.003335,299.8501,2,2,0.37,1,0.01,25,
1000,0.0044634,224.0444,2,2,0.37,1,0.01,25,
1000,0.0043193,231.519,2,2,0.37,1,0.01,25,
1000,0.0026998,370.3978,2,2,0.37,1,0.01,25,
1000,0.0034019,293.9534,2,2,0.37,1,0.01,25,
1000,0.004132,242.0136,2,2,0.37,1,0.01,25,
1000,0.0037621,265.809,2,2,0.37,1,0.01,25,
1000,0.0029586,337.9977,2,2,0.37,1,0.01,25,
1000,0.0045094,221.759,2,2,0.37,1,0.01,25,
1000,0.0028001,357.1301,2,2,0.37,1,0.01,25,
1000,0.0044781,223.309,2,2,0.37,1,0.01,25,
1000,0.0040051,249.6817,2,2,0.37,1,0.01,25,
1000,0.0039757,251.528,2,2,0.37,1,0.01,25,
1000,0.0028423,351.8277,2,2,0.37,1,0.01,25,
1000,0.003823,261.5747,2,2,0.37,1,0.01,25,
1000,0.0036745,272.1459,2,2,0.37,1,0.01,25,
1000,0.002977,335.9086,2,2,0.37,1,0.01,25,
1000,0.0026216,381.4464,2,2,0.37,1,0.01,25,
1000,0.0026707,374.4337,2,2,0.37,1,0.01,25,
1000,0.0032957,303.4257,2,2,0.37,1,0.01,25,
1000,0.0039908,250.5763,2,2,0.37,1,0.01,25,
1000,0.0027792,359.8158,2,2,0.37,1,0.01,25,
1000,0.0027546,363.0291,2,2,0.37,1,0.01,25,
1000,0.0029394,340.2055,2,2,0.37,1,0.01,25,
1000,0.0028396,352.1623,2,2,0.37,1,0.01,25,
1000,0.0039867,250.834,2,2,0.37,1,0.01,25,
1000,0.0029043,344.317,2,2,0.37,1,0.01,25,
1000,0.0026427,378.4009,2,2,0.37,1,0.01,25,
1000,0.0048502,206.1771,2,2,0.37,1,0.01,25,
1000,0.0060641,164.9049,2,2,0.37,1,0.01,25,
1000,0.0034651,288.5919,2,2,0.37,1,0.01,25,
1000,0.0030573,327.086,2,2,0.37,1,0.01,25,
1000,0.0029598,337.8607,2,2,0.37,1,0.01,25,
1000,0.0039987,250.0813,2,2,0.37,1,0.01,25,
1000,0.0039445,253.5176,2,2,0.37,1,0.01,25,
1000,0.0028843,346.7046,2,2,0.37,1,0.01,25,
1000,0.0040592,246.354,2,2,0.37,1,0.01,25,
1000,0.0037185,268.9256,2,2,0.37,1,0.01,25,
1000,0.0033422,299.2041,2,2,0.37,1,0.01,25,
1000,0.0041779,239.3547,2,2,0.37,1,0.01,25,
1000,0.0031489,317.5712,2,2,0.37,1,0.01,25,
1000,0.0034564,289.3184,2,2,0.37,1,0.01,25,
1000,0.0027964,357.6026,2,2,0.37,1,0.01,25,
1000,0.0033453,298.9268,2,2,0.37,1,0.01,25,
1000,0.0036731,272.2496,2,2,0.37,1,0.01,25,
1000,0.0027384,365.1768,2,2,0.37,1,0.01,25,
1000,0.0025952,385.3268,2,2,0.37,1,0.01,25,
1000,0.0024716,404.5962,2,2,0.37,1,0.01,25,
1000,0.0027873,358.7701,2,2,0.37,1,0.01,25,
1000,0.0042806,233.6121,2,2,0.37,1,0.01,25,
1000,0.0035131,284.6489,2,2,0.37,1,0.01,25,
1000,0.0029474,339.2821,2,2,0.37,1,0.01,25,
1000,0.0025149,397.6301,2,2,0.37,1,0.01,25,
1000,0.0024375,410.2564,2,2,0.37,1,0.01,25,
1000,0.0030593,326.8722,2,2,0.37,1,0.01,25,
1000,0.003292,303.7667,2,2,0.37,1,0.01,25,
1000,0.0030659,326.1685,2,2,0.37,1,0.01,25,
1000,0.00346,289.0173,2,2,0.37,1,0.01,25,
1000,0.002822,354.3586,2,2,0.37,1,0.01,25,
1000,0.0028191,354.7231,2,2,0.37,1,0.01,25,
1000,0.003651,273.8976,2,2,0.37,1,0.01,25,
1000,0.0039153,255.4083,2,2,0.37,1,0.01,25,
1000,0.0035059,285.2335,2,2,0.37,1,0.01,25,
1000,0.0035133,284.6327,2,2,0.37,1,0.01,25,
1000,0.0034423,290.5034,2,2,0.37,1,0.01,25,
1000,0.003888,257.2016,2,2,0.37,1,0.01,25,
1000,0.0030672,326.0302,2,2,0.37,1,0.01,25,
1000,0.0025252,396.0082,2,2,0.37,1,0.01,25,
1000,0.0028724,348.1409,2,2,0.37,1,0.01,25,
1000,0.0034502,289.8383,2,2,0.37,1,0.01,25,
1000,0.0041202,242.7067,2,2,0.37,1,0.01,25,
1000,0.0028641,349.1498,2,2,0.37,1,0.01,25,
1000,0.0035256,283.6396,2,2,0.37,1,0.01,25,
1000,0.0026481,377.6292,2,2,0.37,1,0.01,25,
1000,0.0028765,347.6447,2,2,0.37,1,0.01,25,
1000,0.0039611,252.4551,2,2,0.37,1,0.01,25,
1000,0.0027188,367.8093,2,2,0.37,1,0.01,25,
1000,0.0026951,371.0438,2,2,0.37,1,0.01,25,
1000,0.002603,384.1721,2,2,0.37,1,0.01,25,
1000,0.0028328,353.0076,2,2,0.37,1,0.01,25,
1000,0.0032536,307.3518,2,2,0.37,1,0.01,25,
1000,0.0041637,240.171,2,2,0.37,1,0.01,25,
1000,0.0026492,377.4724,2,2,0.37,1,0.01,25,
1000,0.0031456,317.9044,2,2,0.37,1,0.01,25,
1000,0.0026159,382.2776,2,2,0.37,1,0.01,25,
1000,0.0028503,350.8403,2,2,0.37,1,0.01,25,
1000,0.0031262,319.8772,2,2,0.37,1,0.01,25,
1000,0.0028593,349.736,2,2,0.37,1,0.01,25,
1000,0.0024925,401.2036,2,2,0.37,1,0.01,25,
1000,0.0025691,389.2414,2,2,0.37,1,0.01,25,
1000,0.002717,368.053,2,2,0.37,1,0.01,25,
1000,0.0036114,276.9009,2,2,0.37,1,0.01,25,
1000,0.005024,199.0446,2,2,0.37,1,0.01,25,
1000,0.0032244,310.1352,2,2,0.37,1,0.01,25,
1000,0.00276,362.3188,2,2,0.37,1,0.01,25,
1000,0.0027181,367.9041,2,2,0.37,1,0.01,25,
1000,0.003039,329.0556,2,2,0.37,1,0.01,25,
1000,0.0029974,333.6225,2,2,0.37,1,0.01,25,
1000,0.003036,329.3808,2,2,0.37,1,0.01,25,
1000,0.003758,266.099,2,2,0.37,1,0.01,25,
1000,0.0027581,362.5685,2,2,0.37,1,0.01,25,
1000,0.0036327,275.2773,2,2,0.37,1,0.01,25,
1000,0.0041697,239.8254,2,2,0.37,1,0.01,25,
1000,0.0035243,283.7443,2,2,0.37,1,0.01,25,
1000,0.003249,307.787,2,2,0.37,1,0.01,25,
1000,0.0026955,370.9887,2,2,0.37,1,0.01,25,
1000,0.002778,359.9712,2,2,0.37,1,0.01,25,
1000,0.0027127,368.6364,2,2,0.37,1,0.01,25,
1000,0.0037012,270.1826,2,2,0.37,1,0.01,25,
1000,0.003111,321.4401,2,2,0.37,1,0.01,25,
1000,0.0033459,298.8733,2,2,0.37,1,0.01,25,
1000,0.0030128,331.9172,2,2,0.37,1,0.01,25,
1000,0.0035695,280.1513,2,2,0.37,1,0.01,25,
1000,0.0038444,260.1186,2,2,0.37,1,0.01,25,
1000,0.0037146,269.208,2,2,0.37,1,0.01,25,
1000,0.0034617,288.8754,2,2,0.37,1,0.01,25,
1000,0.0029726,336.4058,2,2,0.37,1,0.01,25,
1000,0.0031534,317.118,2,2,0.37,1,0.01,25,
1000,0.002981,335.4579,2,2,0.37,1,0.01,25,
1000,0.0025346,394.5396,2,2,0.37,1,0.01,25,
1000,0.0025764,388.1385,2,2,0.37,1,0.01,25,
1000,0.0025657,389.7572,2,2,0.37,1,0.01,25,
1000,0.0025292,395.382,2,2,0.37,1,0.01,25,
1000,0.0033307,300.2372,2,2,0.37,1,0.01,25,
1000,0.0034877,286.7219,2,2,0.37,1,0.01,25,
1000,0.0029016,344.6375,2,2,0.37,1,0.01,25,
1000,0.0025648,389.894,2,2,0.37,1,0.01,25,
1000,0.0035204,284.0586,2,2,0.37,1,0.01,25,
1000,0.0032123,311.3034,2,2,0.37,1,0.01,25,
1000,0.0038552,259.3899,2,2,0.37,1,0.01,25,
1000,0.0027472,364.007,2,2,0.37,1,0.01,25,
1000,0.0026801,373.1204,2,2,0.37,1,0.01,25,
1000,0.0030595,326.8508,2,2,0.37,1,0.01,25,
1000,0.0033584,297.7608,2,2,0.37,1,0.01,25,
1000,0.0050906,196.4405,2,2,0.37,1,0.01,25,
1000,0.0030986,322.7264,2,2,0.37,1,0.01,25,
1000,0.0033663,297.0621,2,2,0.37,1,0.01,25,
1000,0.0042081,237.6369,2,2,0.37,1,0.01,25,
1000,0.0036686,272.5836,2,2,0.37,1,0.01,25,
1000,0.0029011,344.6968,2,2,0.37,1,0.01,25,
1000,0.0031829,314.1789,2,2,0.37,1,0.01,25,
1000,0.0028444,351.568,2,2,0.37,1,0.01,25,
1000,0.003722,268.6728,2,2,0.37,1,0.01,25,
1000,0.0030951,323.0913,2,2,0.37,1,0.01,25,
1000,0.0034255,291.9282,2,2,0.37,1,0.01,25,
1000,0.0035907,278.4972,2,2,0.37,1,0.01,25,
1000,0.002655,376.6478,2,2,0.37,1,0.01,25,
1000,0.0035091,284.9734,2,2,0.37,1,0.01,25,
1000,0.0032346,309.1573,2,2,0.37,1,0.01,25,
1000,0.0029994,333.4,2,2,0.37,1,0.01,25,
1000,0.0026838,372.606,2,2,0.37,1,0.01,25,
1000,0.0026013,384.4232,2,2,0.37,1,0.01,25,
1000,0.002742,364.6973,2,2,0.37,1,0.01,25,
1000,0.0026833,372.6754,2,2,0.37,1,0.01,25,
1000,0.0037811,264.4733,2,2,0.37,1,0.01,25,
1000,0.0030835,324.3068,2,2,0.37,1,0.01,25,
1000,0.003354,298.1515,2,2,0.37,1,0.01,25,
1000,0.0026202,381.6503,2,2,0.37,1,0.01,25,
1000,0.0025319,394.9603,2,2,0.37,1,0.01,25,
1000,0.0030839,324.2647,2,2,0.37,1,0.01,25,
1000,0.0030052,332.7566,2,2,0.37,1,0.01,25,
1000,0.002529,395.4132,2,2,0.37,1,0.01,25,
1000,0.0025421,393.3756,2,2,0.37,1,0.01,25,
1000,0.002734,365.7644,2,2,0.37,1,0.01,25,
1000,0.0029102,343.619,2,2,0.37,1,0.01,25,
1000,0.0040108,249.3268,2,2,0.37,1,0.01,25,
1000,0.004273,234.0276,2,2,0.37,1,0.01,25,
1000,0.0031578,316.6761,2,2,0.37,1,0.01,25,
1000,0.0029466,339.3742,2,2,0.37,1,0.01,25,
1000,0.0036599,273.2315,2,2,0.37,1,0.01,25,
1000,0.0038379,260.5592,2,2,0.37,1,0.01,25,
1000,0.0027862,358.9118,2,2,0.37,1,0.01,25,
1000,0.0030155,331.62,2,2,0.37,1,0.01,25,
1000,0.0025744,388.44,2,2,0.37,1,0.01,25,
1000,0.00283,353.3569,2,2,0.37,1,0.01,25,
1000,0.0035577,281.0805,2,2,0.37,1,0.01,25,
1000,0.0048686,205.3979,2,2,0.37,1,0.01,25,
1000,0.0030521,327.6432,2,2,0.37,1,0.01,25,
1000,0.0027514,363.4513,2,2,0.37,1,0.01,25,
1000,0.0026355,379.4347,2,2,0.37,1,0.01,25,
1000,0.0033394,299.455,2,2,0.37,1,0.01,25,
1000,0.0034504,289.8215,2,2,0.37,1,0.01,25,
1000,0.0029043,344.317,2,2,0.37,1,0.01,25,
1000,0.0032868,304.2473,2,2,0.37,1,0.01,25,
1000,0.0027522,363.3457,2,2,0.37,1,0.01,25,
1000,0.0032238,310.1929,2,2,0.37,1,0.01,25,
1000,0.0045073,221.8623,2,2,0.37,1,0.01,25,
1000,0.0027693,361.1021,2,2,0.37,1,0.01,25,
1000,0.0036666,272.7322,2,2,0.37,1,0.01,25,
1000,0.0026989,370.5213,2,2,0.37,1,0.01,25,
1000,0.0034451,290.2673,2,2,0.37,1,0.01,25,
1000,0.0029819,335.3567,2,2,0.37,1,0.01,25,
1000,0.003141,318.37,2,2,0.37,1,0.01,25,
1000,0.0027787,359.8805,2,2,0.37,1,0.01,25,
1000,0.0026949,371.0713,2,2,0.37,1,0.01,25,
1000,0.0026825,372.7866,2,2,0.37,1,0.01,25,
1000,0.0046179,216.5486,2,2,0.37,1,0.01,25,
1000,0.0027678,361.2978,2,2,0.37,1,0.01,25,
1000,0.0032433,308.3279,2,2,0.37,1,0.01,25,
1000,0.0030018,333.1335,2,2,0.37,1,0.01,25,
1000,0.0037543,266.3612,2,2,0.37,1,0.01,25,
1000,0.0037331,267.8739,2,2,0.37,1,0.01,25,
1000,0.003037,329.2723,2,2,0.37,1,0.01,25,
1000,0.0026347,379.5499,2,2,0.37,1,0.01,25,
1000,0.002783,359.3245,2,2,0.37,1,0.01,25,
1000,0.0029663,337.1203,2,2,0.37,1,0.01,25,
1000,0.0027358,365.5238,2,2,0.37,1,0.01,25,
1000,0.0036319,275.338,2,2,0.37,1,0.01,25,
1000,0.0024083,415.2307,2,2,0.37,1,0.01,25,
1000,0.003048,328.084,2,2,0.37,1,0.01,25,
1000,0.0032282,309.7702,2,2,0.37,1,0.01,25,
1000,0.0025788,387.7773,2,2,0.37,1,0.01,25,
1000,0.0031732,315.1393,2,2,0.37,1,0.01,25,
1000,0.0027869,358.8217,2,2,0.37,1,0.01,25,
1000,0.0025918,385.8322,2,2,0.37,1,0.01,25,
1000,0.0027691,361.1282,2,2,0.37,1,0.01,25,
1000,0.0037072,269.7454,2,2,0.37,1,0.01,25,
1000,0.0035508,281.6267,2,2,0.37,1,0.01,25,
1000,0.0051526,194.0768,2,2,0.37,1,0.01,25,
1000,0.0037872,264.0473,2,2,0.37,1,0.01,25,
1000,0.0031708,315.3778,2,2,0.37,1,0.01,25,
1000,0.0029448,339.5816,2,2,0.37,1,0.01,25,
1000,0.003688,271.1497,2,2,0.37,1,0.01,25,
1000,0.0030707,325.6587,2,2,0.37,1,0.01,25,
1000,0.003737,267.5943,2,2,0.37,1,0.01,25,
1000,0.0032019,312.3145,2,2,0.37,1,0.01,25,
1000,0.0032883,304.1085,2,2,0.37,1,0.01,25,
1000,0.0047285,211.4836,2,2,0.37,1,0.01,25,
1000,0.0041335,241.9257,2,2,0.37,1,0.01,25,
1000,0.0035706,280.065,2,2,0.37,1,0.01,25,
1000,0.0030659,326.1685,2,2,0.37,1,0.01,25,
1000,0.0037379,267.5299,2,2,0.37,1,0.01,25,
1000,0.0040163,248.9854,2,2,0.37,1,0.01,25,
1000,0.0039572,252.7039,2,2,0.37,1,0.01,25,
1000,0.0035697,280.1356,2,2,0.37,1,0.01,25,
1000,0.0039945,250.3442,2,2,0.37,1,0.01,25,
1000,0.005095,196.2709,2,2,0.37,1,0.01,25,
1000,0.0034085,293.3842,2,2,0.37,1,0.01,25,
1000,0.0036103,276.9853,2,2,0.37,1,0.01,25,
1000,0.0032197,310.588,2,2,0.37,1,0.01,25,
1000,0.0040121,249.246,2,2,0.37,1,0.01,25,
1000,0.0044786,223.2841,2,2,0.37,1,0.01,25,
1000,0.0040974,244.0572,2,2,0.37,1,0.01,25,
1000,0.0038233,261.5542,2,2,0.37,1,0.01,25,
