BoidAmount,DeltaTime,EFPS,BoidViewRadius,BoidAvoidRadius,Alignment,Separation,CentrePull,Speed,
1000,0.0032937,303.6099,2,2,0.37,1,0.01,50,
1000,0.0035106,284.8516,2,2,0.37,1,0.01,50,
1000,0.0038608,259.0137,2,2,0.37,1,0.01,50,
1000,0.0029443,339.6393,2,2,0.37,1,0.01,50,
1000,0.0029521,338.7419,2,2,0.37,1,0.01,50,
1000,0.002397,417.1881,2,2,0.37,1,0.01,50,
1000,0.0036378,274.8914,2,2,0.37,1,0.01,50,
1000,0.003476,287.687,2,2,0.37,1,0.01,50,
1000,0.0032972,303.2876,2,2,0.37,1,0.01,50,
1000,0.0030206,331.0601,2,2,0.37,1,0.01,50,
1000,0.0034061,293.5909,2,2,0.37,1,0.01,50,
1000,0.0031877,313.7058,2,2,0.37,1,0.01,50,
1000,0.0040114,249.2895,2,2,0.37,1,0.01,50,
1000,0.002528,395.5696,2,2,0.37,1,0.01,50,
1000,0.003334,299.94,2,2,0.37,1,0.01,50,
1000,0.0024242,412.5072,2,2,0.37,1,0.01,50,
1000,0.0028314,353.1822,2,2,0.37,1,0.01,50,
1000,0.0032825,304.6458,2,2,0.37,1,0.01,50,
1000,0.0030948,323.1227,2,2,0.37,1,0.01,50,
1000,0.0037385,267.487,2,2,0.37,1,0.01,50,
1000,0.0037795,264.5853,2,2,0.37,1,0.01,50,
1000,0.003296,303.3981,2,2,0.37,1,0.01,50,
1000,0.0036361,275.0199,2,2,0.37,1,0.01,50,
1000,0.0033355,299.8051,2,2,0.37,1,0.01,50,
1000,0.0028833,346.8248,2,2,0.37,1,0.01,50,
1000,0.0032644,306.335,2,2,0.37,1,0.01,50,
1000,0.0034227,292.167,2,2,0.37,1,0.01,50,
1000,0.0029504,338.9371,2,2,0.37,1,0.01,50,
1000,0.0031143,321.0994,2,2,0.37,1,0.01,50,
1000,0.0024848,402.4469,2,2,0.37,1,0.01,50,
1000,0.0024763,403.8283,2,2,0.37,1,0.01,50,
1000,0.0030661,326.1472,2,2,0.37,1,0.01,50,
1000,0.0036318,275.3456,2,2,0.37,1,0.01,50,
1000,0.0046263,216.1555,2,2,0.37,1,0.01,50,
1000,0.0024975,400.4004,2,2,0.37,1,0.01,50,
1000,0.003074,325.3091,2,2,0.37,1,0.01,50,
1000,0.0029896,334.4929,2,2,0.37,1,0.01,50,
1000,0.0028579,349.9073,2,2,0.37,1,0.01,50,
1000,0.0032405,308.5943,2,2,0.37,1,0.01,50,
1000,0.0026649,375.2486,2,2,0.37,1,0.01,50,
1000,0.0029629,337.5072,2,2,0.37,1,0.01,50,
1000,0.0027964,357.6026,2,2,0.37,1,0.01,50,
1000,0.0029223,342.1962,2,2,0.37,1,0.01,50,
1000,0.0032445,308.2139,2,2,0.37,1,0.01,50,
1000,0.0045411,220.211,2,2,0.37,1,0.01,50,
1000,0.0031941,313.0772,2,2,0.37,1,0.01,50,
1000,0.0039319,254.33,2,2,0.37,1,0.01,50,
1000,0.0031522,317.2387,2,2,0.37,1,0.01,50,
1000,0.0037505,266.6311,2,2,0.37,1,0.01,50,
1000,0.003328,300.4808,2,2,0.37,1,0.01,50,
1000,0.0024492,408.2966,2,2,0.37,1,0.01,50,
1000,0.0023317,428.8716,2,2,0.37,1,0.01,50,
1000,0.0026896,371.8025,2,2,0.37,1,0.01,50,
1000,0.0026227,381.2864,2,2,0.37,1,0.01,50,
1000,0.0034424,290.495,2,2,0.37,1,0.01,50,
1000,0.0023527,425.0435,2,2,0.37,1,0.01,50,
1000,0.0023556,424.5203,2,2,0.37,1,0.01,50,
1000,0.0023568,424.3041,2,2,0.37,1,0.01,50,
1000,0.002826,353.857,2,2,0.37,1,0.01,50,
1000,0.0036872,271.2085,2,2,0.37,1,0.01,50,
1000,0.0034032,293.8411,2,2,0.37,1,0.01,50,
1000,0.0023654,422.7615,2,2,0.37,1,0.01,50,
1000,0.0022808,438.4427,2,2,0.37,1,0.01,50,
1000,0.0024252,412.3371,2,2,0.37,1,0.01,50,
1000,0.0023156,431.8535,2,2,0.37,1,0.01,50,
1000,0.0023395,427.4418,2,2,0.37,1,0.01,50,
1000,0.0033428,299.1504,2,2,0.37,1,0.01,50,
1000,0.002688,372.0238,2,2,0.37,1,0.01,50,
1000,0.0023062,433.6137,2,2,0.37,1,0.01,50,
1000,0.002353,424.9894,2,2,0.37,1,0.01,50,
1000,0.0025458,392.8038,2,2,0.37,1,0.01,50,
1000,0.0022556,443.341,2,2,0.37,1,0.01,50,
1000,0.0027267,366.7437,2,2,0.37,1,0.01,50,
1000,0.0025819,387.3117,2,2,0.37,1,0.01,50,
1000,0.0024243,412.4902,2,2,0.37,1,0.01,50,
1000,0.0022638,441.7351,2,2,0.37,1,0.01,50,
1000,0.0025541,391.5273,2,2,0.37,1,0.01,50,
1000,0.0029945,333.9456,2,2,0.37,1,0.01,50,
1000,0.0024953,400.7534,2,2,0.37,1,0.01,50,
1000,0.003637,274.9519,2,2,0.37,1,0.01,50,
1000,0.0024959,400.6571,2,2,0.37,1,0.01,50,
1000,0.0023139,432.1708,2,2,0.37,1,0.01,50,
1000,0.0024148,414.113,2,2,0.37,1,0.01,50,
1000,0.0026299,380.2426,2,2,0.37,1,0.01,50,
1000,0.0024382,410.1386,2,2,0.37,1,0.01,50,
1000,0.0025474,392.5571,2,2,0.37,1,0.01,50,
1000,0.0025795,387.672,2,2,0.37,1,0.01,50,
1000,0.0023774,420.6276,2,2,0.37,1,0.01,50,
1000,0.0023262,429.8857,2,2,0.37,1,0.01,50,
1000,0.0022816,438.2889,2,2,0.37,1,0.01,50,
1000,0.002551,392.0031,2,2,0.37,1,0.01,50,
1000,0.0039249,254.7836,2,2,0.37,1,0.01,50,
1000,0.004798,208.4202,2,2,0.37,1,0.01,50,
1000,0.0024334,410.9477,2,2,0.37,1,0.01,50,
1000,0.0034697,288.2094,2,2,0.37,1,0.01,50,
1000,0.0032857,304.3492,2,2,0.37,1,0.01,50,
1000,0.003234,309.2146,2,2,0.37,1,0.01,50,
1000,0.0039251,254.7706,2,2,0.37,1,0.01,50,
1000,0.0033381,299.5716,2,2,0.37,1,0.01,50,
1000,0.002478,403.5512,2,2,0.37,1,0.01,50,
1000,0.0025299,395.2725,2,2,0.37,1,0.01,50,
1000,0.0024849,402.4307,2,2,0.37,1,0.01,50,
1000,0.0041998,238.1066,2,2,0.37,1,0.01,50,
1000,0.0027635,361.86,2,2,0.37,1,0.01,50,
1000,0.0024031,416.1292,2,2,0.37,1,0.01,50,
1000,0.0023245,430.2001,2,2,0.37,1,0.01,50,
1000,0.0025059,399.0582,2,2,0.37,1,0.01,50,
1000,0.002611,382.995,2,2,0.37,1,0.01,50,
1000,0.0030681,325.9346,2,2,0.37,1,0.01,50,
1000,0.0026823,372.8144,2,2,0.37,1,0.01,50,
1000,0.0034152,292.8086,2,2,0.37,1,0.01,50,
1000,0.0025316,395.0071,2,2,0.37,1,0.01,50,
1000,0.0021905,456.5168,2,2,0.37,1,0.01,50,
1000,0.0023541,424.7908,2,2,0.37,1,0.01,50,
1000,0.00351,284.9003,2,2,0.37,1,0.01,50,
1000,0.0028454,351.4444,2,2,0.37,1,0.01,50,
1000,0.0024307,411.4041,2,2,0.37,1,0.01,50,
1000,0.0025502,392.1261,2,2,0.37,1,0.01,50,
1000,0.0025609,390.4877,2,2,0.37,1,0.01,50,
1000,0.0024433,409.2825,2,2,0.37,1,0.01,50,
1000,0.0027017,370.1373,2,2,0.37,1,0.01,50,
1000,0.0026937,371.2366,2,2,0.37,1,0.01,50,
1000,0.0025011,399.8241,2,2,0.37,1,0.01,50,
1000,0.0023593,423.8546,2,2,0.37,1,0.01,50,
1000,0.0022727,440.0053,2,2,0.37,1,0.01,50,
1000,0.002569,389.2565,2,2,0.37,1,0.01,50,
1000,0.0027476,363.954,2,2,0.37,1,0.01,50,
1000,0.0040155,249.035,2,2,0.37,1,0.01,50,
1000,0.0025564,391.1751,2,2,0.37,1,0.01,50,
1000,0.0023543,424.7547,2,2,0.37,1,0.01,50,
1000,0.0027905,358.3587,2,2,0.37,1,0.01,50,
1000,0.00349,286.533,2,2,0.37,1,0.01,50,
1000,0.0033635,297.3093,2,2,0.37,1,0.01,50,
1000,0.0026585,376.1519,2,2,0.37,1,0.01,50,
1000,0.0032096,311.5653,2,2,0.37,1,0.01,50,
1000,0.0023257,429.9781,2,2,0.37,1,0.01,50,
1000,0.0022637,441.7547,2,2,0.37,1,0.01,50,
1000,0.0023305,429.0925,2,2,0.37,1,0.01,50,
1000,0.0037737,264.9919,2,2,0.37,1,0.01,50,
1000,0.0041556,240.6391,2,2,0.37,1,0.01,50,
1000,0.0025809,387.4617,2,2,0.37,1,0.01,50,
1000,0.0027421,364.684,2,2,0.37,1,0.01,50,
1000,0.0037343,267.7878,2,2,0.37,1,0.01,50,
1000,0.0038844,257.44,2,2,0.37,1,0.01,50,
1000,0.0026105,383.0684,2,2,0.37,1,0.01,50,
1000,0.0028415,351.9268,2,2,0.37,1,0.01,50,
1000,0.0026949,371.0713,2,2,0.37,1,0.01,50,
1000,0.0031844,314.0309,2,2,0.37,1,0.01,50,
1000,0.0030894,323.6874,2,2,0.37,1,0.01,50,
1000,0.0037595,265.9928,2,2,0.37,1,0.01,50,
1000,0.0023109,432.7318,2,2,0.37,1,0.01,50,
1000,0.0033737,296.4105,2,2,0.37,1,0.01,50,
1000,0.003032,329.8153,2,2,0.37,1,0.01,50,
1000,0.0025113,398.2001,2,2,0.37,1,0.01,50,
1000,0.0035181,284.2444,2,2,0.37,1,0.01,50,
1000,0.0031214,320.369,2,2,0.37,1,0.01,50,
1000,0.0025352,394.4462,2,2,0.37,1,0.01,50,
1000,0.0028564,350.091,2,2,0.37,1,0.01,50,
1000,0.0026342,379.6219,2,2,0.37,1,0.01,50,
1000,0.0024795,403.3071,2,2,0.37,1,0.01,50,
1000,0.0039265,254.6797,2,2,0.37,1,0.01,50,
1000,0.0024934,401.0588,2,2,0.37,1,0.01,50,
1000,0.0025536,391.604,2,2,0.37,1,0.01,50,
1000,0.0026366,379.2763,2,2,0.37,1,0.01,50,
1000,0.0024788,403.421,2,2,0.37,1,0.01,50,
1000,0.0026896,371.8025,2,2,0.37,1,0.01,50,
1000,0.004037,247.7087,2,2,0.37,1,0.01,50,
1000,0.0026808,373.023,2,2,0.37,1,0.01,50,
1000,0.0023627,423.2446,2,2,0.37,1,0.01,50,
1000,0.0024636,405.9101,2,2,0.37,1,0.01,50,
1000,0.002699,370.5076,2,2,0.37,1,0.01,50,
1000,0.0028901,346.0088,2,2,0.37,1,0.01,50,
1000,0.0032439,308.2709,2,2,0.37,1,0.01,50,
1000,0.0037702,265.2379,2,2,0.37,1,0.01,50,
1000,0.0026655,375.1642,2,2,0.37,1,0.01,50,
1000,0.0026905,371.6781,2,2,0.37,1,0.01,50,
1000,0.0025955,385.2822,2,2,0.37,1,0.01,50,
1000,0.0029844,335.0757,2,2,0.37,1,0.01,50,
1000,0.0028436,351.6669,2,2,0.37,1,0.01,50,
1000,0.0027611,362.1745,2,2,0.37,1,0.01,50,
1000,0.0032376,308.8708,2,2,0.37,1,0.01,50,
1000,0.0025624,390.2591,2,2,0.37,1,0.01,50,
1000,0.0024978,400.3523,2,2,0.37,1,0.01,50,
1000,0.0028558,350.1646,2,2,0.37,1,0.01,50,
1000,0.0048497,206.1983,2,2,0.37,1,0.01,50,
1000,0.0030705,325.6799,2,2,0.37,1,0.01,50,
1000,0.0025296,395.3194,2,2,0.37,1,0.01,50,
1000,0.0029326,340.9944,2,2,0.37,1,0.01,50,
1000,0.002771,360.8806,2,2,0.37,1,0.01,50,
1000,0.003402,293.9447,2,2,0.37,1,0.01,50,
1000,0.0024119,414.6109,2,2,0.37,1,0.01,50,
1000,0.0024868,402.1232,2,2,0.37,1,0.01,50,
1000,0.002488,401.9293,2,2,0.37,1,0.01,50,
1000,0.0024775,403.6327,2,2,0.37,1,0.01,50,
1000,0.0026362,379.3339,2,2,0.37,1,0.01,50,
1000,0.0028647,349.0767,2,2,0.37,1,0.01,50,
1000,0.0039284,254.5565,2,2,0.37,1,0.01,50,
1000,0.00356,280.8989,2,2,0.37,1,0.01,50,
1000,0.002555,391.3894,2,2,0.37,1,0.01,50,
1000,0.0035765,279.603,2,2,0.37,1,0.01,50,
1000,0.0031542,317.0376,2,2,0.37,1,0.01,50,
1000,0.0025903,386.0557,2,2,0.37,1,0.01,50,
1000,0.0022776,439.0586,2,2,0.37,1,0.01,50,
1000,0.0023119,432.5446,2,2,0.37,1,0.01,50,
1000,0.0022834,437.9434,2,2,0.37,1,0.01,50,
1000,0.0025483,392.4185,2,2,0.37,1,0.01,50,
1000,0.0024832,402.7062,2,2,0.37,1,0.01,50,
1000,0.0047112,212.2601,2,2,0.37,1,0.01,50,
1000,0.0023261,429.9041,2,2,0.37,1,0.01,50,
1000,0.0026121,382.8337,2,2,0.37,1,0.01,50,
1000,0.0027664,361.4806,2,2,0.37,1,0.01,50,
1000,0.0038776,257.8915,2,2,0.37,1,0.01,50,
1000,0.0025927,385.6983,2,2,0.37,1,0.01,50,
1000,0.0026606,375.8551,2,2,0.37,1,0.01,50,
1000,0.0034477,290.0484,2,2,0.37,1,0.01,50,
1000,0.0028289,353.4943,2,2,0.37,1,0.01,50,
1000,0.0024794,403.3234,2,2,0.37,1,0.01,50,
1000,0.0024831,402.7224,2,2,0.37,1,0.01,50,
1000,0.0039694,251.9272,2,2,0.37,1,0.01,50,
1000,0.0026,384.6154,2,2,0.37,1,0.01,50,
1000,0.0025086,398.6287,2,2,0.37,1,0.01,50,
1000,0.0037404,267.3511,2,2,0.37,1,0.01,50,
1000,0.0036113,276.9086,2,2,0.37,1,0.01,50,
1000,0.0026587,376.1237,2,2,0.37,1,0.01,50,
1000,0.0028591,349.7604,2,2,0.37,1,0.01,50,
1000,0.0023674,422.4043,2,2,0.37,1,0.01,50,
1000,0.0029679,336.9386,2,2,0.37,1,0.01,50,
1000,0.0026463,377.8861,2,2,0.37,1,0.01,50,
1000,0.0025653,389.8179,2,2,0.37,1,0.01,50,
1000,0.0047447,210.7615,2,2,0.37,1,0.01,50,
1000,0.0024407,409.7185,2,2,0.37,1,0.01,50,
1000,0.0032392,308.7182,2,2,0.37,1,0.01,50,
1000,0.0023779,420.5391,2,2,0.37,1,0.01,50,
1000,0.002797,357.5259,2,2,0.37,1,0.01,50,
1000,0.0029182,342.677,2,2,0.37,1,0.01,50,
1000,0.0027287,366.4749,2,2,0.37,1,0.01,50,
1000,0.0032207,310.4915,2,2,0.37,1,0.01,50,
1000,0.0026677,374.8548,2,2,0.37,1,0.01,50,
1000,0.0024617,406.2233,2,2,0.37,1,0.01,50,
1000,0.0024087,415.1617,2,2,0.37,1,0.01,50,
1000,0.0025098,398.4381,2,2,0.37,1,0.01,50,
1000,0.003798,263.2965,2,2,0.37,1,0.01,50,
1000,0.0025936,385.5645,2,2,0.37,1,0.01,50,
1000,0.0026163,382.2192,2,2,0.37,1,0.01,50,
1000,0.0025427,393.2827,2,2,0.37,1,0.01,50,
1000,0.0028508,350.7787,2,2,0.37,1,0.01,50,
1000,0.0035189,284.1797,2,2,0.37,1,0.01,50,
1000,0.0030829,324.3699,2,2,0.37,1,0.01,50,
1000,0.002762,362.0565,2,2,0.37,1,0.01,50,
1000,0.0023859,419.1291,2,2,0.37,1,0.01,50,
1000,0.0022534,443.7739,2,2,0.37,1,0.01,50,
1000,0.0032652,306.2599,2,2,0.37,1,0.01,50,
1000,0.0027417,364.7372,2,2,0.37,1,0.01,50,
1000,0.0037367,267.6158,2,2,0.37,1,0.01,50,
1000,0.0023005,434.6881,2,2,0.37,1,0.01,50,
1000,0.0026139,382.5701,2,2,0.37,1,0.01,50,
1000,0.0025142,397.7408,2,2,0.37,1,0.01,50,
1000,0.0026212,381.5047,2,2,0.37,1,0.01,50,
1000,0.0027918,358.1918,2,2,0.37,1,0.01,50,
1000,0.002551,392.0031,2,2,0.37,1,0.01,50,
1000,0.0025099,398.4223,2,2,0.37,1,0.01,50,
1000,0.0023837,419.5159,2,2,0.37,1,0.01,50,
1000,0.0023602,423.6929,2,2,0.37,1,0.01,50,
1000,0.0025228,396.385,2,2,0.37,1,0.01,50,
1000,0.002388,418.7605,2,2,0.37,1,0.01,50,
1000,0.002921,342.3485,2,2,0.37,1,0.01,50,
1000,0.0029082,343.8553,2,2,0.37,1,0.01,50,
1000,0.0021941,455.7677,2,2,0.37,1,0.01,50,
1000,0.0023262,429.8857,2,2,0.37,1,0.01,50,
1000,0.0024496,408.2299,2,2,0.37,1,0.01,50,
1000,0.002367,422.4757,2,2,0.37,1,0.01,50,
1000,0.0026676,374.8688,2,2,0.37,1,0.01,50,
1000,0.0026354,379.449,2,2,0.37,1,0.01,50,
1000,0.0023527,425.0435,2,2,0.37,1,0.01,50,
1000,0.0024545,407.4149,2,2,0.37,1,0.01,50,
1000,0.0022739,439.7731,2,2,0.37,1,0.01,50,
1000,0.0023951,417.5191,2,2,0.37,1,0.01,50,
1000,0.0024312,411.3195,2,2,0.37,1,0.01,50,
1000,0.0031315,319.3358,2,2,0.37,1,0.01,50,
1000,0.0032075,311.7693,2,2,0.37,1,0.01,50,
1000,0.0022725,440.044,2,2,0.37,1,0.01,50,
1000,0.0022557,443.3214,2,2,0.37,1,0.01,50,
1000,0.002387,418.9359,2,2,0.37,1,0.01,50,
1000,0.0027068,369.4399,2,2,0.37,1,0.01,50,
1000,0.0028223,354.321,2,2,0.37,1,0.01,50,
1000,0.0029291,341.4018,2,2,0.37,1,0.01,50,
1000,0.0024631,405.9924,2,2,0.37,1,0.01,50,
1000,0.0025706,389.0142,2,2,0.37,1,0.01,50,
1000,0.0025308,395.132,2,2,0.37,1,0.01,50,
1000,0.0025273,395.6792,2,2,0.37,1,0.01,50,
1000,0.0028826,346.909,2,2,0.37,1,0.01,50,
1000,0.003957,252.7167,2,2,0.37,1,0.01,50,
1000,0.0026111,382.9803,2,2,0.37,1,0.01,50,
1000,0.0025325,394.8667,2,2,0.37,1,0.01,50,
1000,0.002744,364.4315,2,2,0.37,1,0.01,50,
1000,0.0028545,350.3241,2,2,0.37,1,0.01,50,
1000,0.0028422,351.8401,2,2,0.37,1,0.01,50,
1000,0.0027088,369.1672,2,2,0.37,1,0.01,50,
1000,0.0024972,400.4485,2,2,0.37,1,0.01,50,
1000,0.0028145,355.3029,2,2,0.37,1,0.01,50,
1000,0.0025832,387.1167,2,2,0.37,1,0.01,50,
1000,0.002543,393.2363,2,2,0.37,1,0.01,50,
1000,0.0024256,412.2691,2,2,0.37,1,0.01,50,
1000,0.003112,321.3368,2,2,0.37,1,0.01,50,
1000,0.0028387,352.2739,2,2,0.37,1,0.01,50,
1000,0.0022994,434.8961,2,2,0.37,1,0.01,50,
1000,0.0024151,414.0615,2,2,0.37,1,0.01,50,
1000,0.0024525,407.7472,2,2,0.37,1,0.01,50,
1000,0.0022562,443.2231,2,2,0.37,1,0.01,50,
1000,0.0027031,369.9456,2,2,0.37,1,0.01,50,
1000,0.0024972,400.4485,2,2,0.37,1,0.01,50,
1000,0.0026302,380.1992,2,2,0.37,1,0.01,50,
1000,0.0022932,436.0719,2,2,0.37,1,0.01,50,
1000,0.0022671,441.0922,2,2,0.37,1,0.01,50,
1000,0.0023055,433.7454,2,2,0.37,1,0.01,50,
1000,0.0022974,435.2747,2,2,0.37,1,0.01,50,
1000,0.0025451,392.9119,2,2,0.37,1,0.01,50,
1000,0.0043242,231.2566,2,2,0.37,1,0.01,50,
1000,0.0032043,312.0806,2,2,0.37,1,0.01,50,
1000,0.002659,376.0812,2,2,0.37,1,0.01,50,
1000,0.0032687,305.932,2,2,0.37,1,0.01,50,
1000,0.0027835,359.2599,2,2,0.37,1,0.01,50,
1000,0.0031802,314.4456,2,2,0.37,1,0.01,50,
1000,0.0034774,287.5712,2,2,0.37,1,0.01,50,
1000,0.002517,397.2984,2,2,0.37,1,0.01,50,
1000,0.0028974,345.137,2,2,0.37,1,0.01,50,
1000,0.0026071,383.568,2,2,0.37,1,0.01,50,
1000,0.0047447,210.7615,2,2,0.37,1,0.01,50,
1000,0.0028108,355.7706,2,2,0.37,1,0.01,50,
1000,0.003266,306.1849,2,2,0.37,1,0.01,50,
1000,0.0034228,292.1585,2,2,0.37,1,0.01,50,
1000,0.003294,303.5823,2,2,0.37,1,0.01,50,
1000,0.0031372,318.7556,2,2,0.37,1,0.01,50,
1000,0.0026791,373.2597,2,2,0.37,1,0.01,50,
1000,0.0023989,416.8577,2,2,0.37,1,0.01,50,
1000,0.0023127,432.395,2,2,0.37,1,0.01,50,
1000,0.0030617,326.6159,2,2,0.37,1,0.01,50,
1000,0.0032539,307.3235,2,2,0.37,1,0.01,50,
1000,0.0033003,303.0027,2,2,0.37,1,0.01,50,
1000,0.0026737,374.0135,2,2,0.37,1,0.01,50,
1000,0.0022404,446.3488,2,2,0.37,1,0.01,50,
1000,0.0022288,448.6719,2,2,0.37,1,0.01,50,
1000,0.0023089,433.1067,2,2,0.37,1,0.01,50,
1000,0.00257,389.105,2,2,0.37,1,0.01,50,
1000,0.0028058,356.4046,2,2,0.37,1,0.01,50,
1000,0.0026149,382.4238,2,2,0.37,1,0.01,50,
1000,0.0023393,427.4783,2,2,0.37,1,0.01,50,
1000,0.0025194,396.9199,2,2,0.37,1,0.01,50,
1000,0.0024215,412.9672,2,2,0.37,1,0.01,50,
1000,0.0025785,387.8224,2,2,0.37,1,0.01,50,
1000,0.0024147,414.1301,2,2,0.37,1,0.01,50,
1000,0.0030844,324.2122,2,2,0.37,1,0.01,50,
1000,0.0029285,341.4717,2,2,0.37,1,0.01,50,
1000,0.0032399,308.6515,2,2,0.37,1,0.01,50,
1000,0.002321,430.8488,2,2,0.37,1,0.01,50,
1000,0.0024203,413.1719,2,2,0.37,1,0.01,50,
1000,0.0022387,446.6878,2,2,0.37,1,0.01,50,
1000,0.003664,272.9258,2,2,0.37,1,0.01,50,
1000,0.0024825,402.8198,2,2,0.37,1,0.01,50,
1000,0.002527,395.7262,2,2,0.37,1,0.01,50,
1000,0.00252,396.8254,2,2,0.37,1,0.01,50,
1000,0.0025003,399.952,2,2,0.37,1,0.01,50,
1000,0.0025616,390.381,2,2,0.37,1,0.01,50,
1000,0.0031708,315.3778,2,2,0.37,1,0.01,50,
1000,0.0033925,294.7679,2,2,0.37,1,0.01,50,
1000,0.0027768,360.1268,2,2,0.37,1,0.01,50,
1000,0.002606,383.7299,2,2,0.37,1,0.01,50,
1000,0.0025293,395.3663,2,2,0.37,1,0.01,50,
1000,0.0023862,419.0764,2,2,0.37,1,0.01,50,
1000,0.0025285,395.4914,2,2,0.37,1,0.01,50,
1000,0.0026544,376.733,2,2,0.37,1,0.01,50,
1000,0.0023956,417.4319,2,2,0.37,1,0.01,50,
1000,0.0023951,417.5191,2,2,0.37,1,0.01,50,
1000,0.0025155,397.5353,2,2,0.37,1,0.01,50,
1000,0.0026993,370.4664,2,2,0.37,1,0.01,50,
1000,0.0024919,401.3002,2,2,0.37,1,0.01,50,
1000,0.003645,274.3484,2,2,0.37,1,0.01,50,
1000,0.0023744,421.1591,2,2,0.37,1,0.01,50,
1000,0.0022811,438.385,2,2,0.37,1,0.01,50,
1000,0.0024942,400.9302,2,2,0.37,1,0.01,50,
1000,0.0025111,398.2319,2,2,0.37,1,0.01,50,
1000,0.0028985,345.006,2,2,0.37,1,0.01,50,
1000,0.0034876,286.7301,2,2,0.37,1,0.01,50,
1000,0.0028818,347.0053,2,2,0.37,1,0.01,50,
1000,0.0034918,286.3853,2,2,0.37,1,0.01,50,
1000,0.0023137,432.2081,2,2,0.37,1,0.01,50,
1000,0.0024464,408.7639,2,2,0.37,1,0.01,50,
1000,0.0024638,405.8771,2,2,0.37,1,0.01,50,
1000,0.0033326,300.066,2,2,0.37,1,0.01,50,
1000,0.0030197,331.1587,2,2,0.37,1,0.01,50,
1000,0.0023598,423.7647,2,2,0.37,1,0.01,50,
1000,0.0023289,429.3873,2,2,0.37,1,0.01,50,
1000,0.0023234,430.4037,2,2,0.37,1,0.01,50,
1000,0.0027664,361.4806,2,2,0.37,1,0.01,50,
1000,0.0029932,334.0906,2,2,0.37,1,0.01,50,
1000,0.0025564,391.1751,2,2,0.37,1,0.01,50,
1000,0.0026154,382.3507,2,2,0.37,1,0.01,50,
1000,0.0025629,390.183,2,2,0.37,1,0.01,50,
1000,0.0023708,421.7986,2,2,0.37,1,0.01,50,
1000,0.0023025,434.3105,2,2,0.37,1,0.01,50,
1000,0.0024473,408.6136,2,2,0.37,1,0.01,50,
1000,0.0043623,229.2369,2,2,0.37,1,0.01,50,
1000,0.0024901,401.5903,2,2,0.37,1,0.01,50,
1000,0.0040391,247.5799,2,2,0.37,1,0.01,50,
1000,0.0026614,375.7421,2,2,0.37,1,0.01,50,
1000,0.0025138,397.8041,2,2,0.37,1,0.01,50,
1000,0.0025273,395.6792,2,2,0.37,1,0.01,50,
1000,0.0033834,295.5607,2,2,0.37,1,0.01,50,
1000,0.0024311,411.3364,2,2,0.37,1,0.01,50,
1000,0.0025856,386.7574,2,2,0.37,1,0.01,50,
1000,0.0032806,304.8223,2,2,0.37,1,0.01,50,
1000,0.0026267,380.7058,2,2,0.37,1,0.01,50,
1000,0.0037152,269.1645,2,2,0.37,1,0.01,50,
1000,0.002573,388.6514,2,2,0.37,1,0.01,50,
1000,0.0023177,431.4622,2,2,0.37,1,0.01,50,
1000,0.0024675,405.2685,2,2,0.37,1,0.01,50,
1000,0.0028583,349.8583,2,2,0.37,1,0.01,50,
1000,0.0030762,325.0764,2,2,0.37,1,0.01,50,
1000,0.0036296,275.5125,2,2,0.37,1,0.01,50,
1000,0.0025438,393.1127,2,2,0.37,1,0.01,50,
1000,0.0024025,416.2331,2,2,0.37,1,0.01,50,
1000,0.0022961,435.5211,2,2,0.37,1,0.01,50,
1000,0.0039644,252.245,2,2,0.37,1,0.01,50,
1000,0.0034197,292.4233,2,2,0.37,1,0.01,50,
1000,0.0033526,298.276,2,2,0.37,1,0.01,50,
1000,0.0024216,412.9501,2,2,0.37,1,0.01,50,
1000,0.0023036,434.1031,2,2,0.37,1,0.01,50,
1000,0.003189,313.5779,2,2,0.37,1,0.01,50,
1000,0.0025089,398.5811,2,2,0.37,1,0.01,50,
1000,0.0027596,362.3713,2,2,0.37,1,0.01,50,
1000,0.0037435,267.1297,2,2,0.37,1,0.01,50,
1000,0.0025053,399.1538,2,2,0.37,1,0.01,50,
1000,0.0024122,414.5593,2,2,0.37,1,0.01,50,
1000,0.0023387,427.588,2,2,0.37,1,0.01,50,
1000,0.0022615,442.1844,2,2,0.37,1,0.01,50,
1000,0.0043262,231.1497,2,2,0.37,1,0.01,50,
1000,0.0029868,334.8065,2,2,0.37,1,0.01,50,
1000,0.0031093,321.6158,2,2,0.37,1,0.01,50,
1000,0.003923,254.907,2,2,0.37,1,0.01,50,
1000,0.0025207,396.7152,2,2,0.37,1,0.01,50,
1000,0.0028002,357.1174,2,2,0.37,1,0.01,50,
1000,0.0035031,285.4615,2,2,0.37,1,0.01,50,
1000,0.0026792,373.2458,2,2,0.37,1,0.01,50,
1000,0.0030633,326.4453,2,2,0.37,1,0.01,50,
1000,0.0034259,291.8941,2,2,0.37,1,0.01,50,
1000,0.0035206,284.0425,2,2,0.37,1,0.01,50,
1000,0.004071,245.6399,2,2,0.37,1,0.01,50,
1000,0.0036273,275.6871,2,2,0.37,1,0.01,50,
1000,0.0030976,322.8306,2,2,0.37,1,0.01,50,
1000,0.0040942,244.248,2,2,0.37,1,0.01,50,
1000,0.0043111,231.9594,2,2,0.37,1,0.01,50,
1000,0.0024987,400.2081,2,2,0.37,1,0.01,50,
1000,0.0029743,336.2136,2,2,0.37,1,0.01,50,
